,itemID,month,order,salesPrice
61504,8787.0,02-2018,0,348.0
61505,8787.0,03-2018,13,348.0
61506,8787.0,04-2018,11,348.0
61507,8787.0,05-2018,0,348.0
61508,8787.0,06-2018,7,348.0
61510,8788.0,01-2018,5,6725.0
61511,8788.0,02-2018,6,6725.0
61512,8788.0,03-2018,1,6725.0
61513,8788.0,04-2018,0,6725.0
61514,8788.0,05-2018,0,6725.0
61515,8788.0,06-2018,5,6725.0
61517,8789.0,01-2018,59,5.0
61518,8789.0,02-2018,4,5.0
61519,8789.0,03-2018,102,5.0
61520,8789.0,04-2018,18,4.0
61521,8789.0,05-2018,1,4.0
61522,8789.0,06-2018,7,4.0
61524,8790.0,01-2018,171,62.0
61525,8790.0,02-2018,4,62.0
61526,8790.0,03-2018,3,62.0
61527,8790.0,04-2018,5,62.0
61528,8790.0,05-2018,2,62.0
61529,8790.0,06-2018,5,62.0
61531,8791.0,01-2018,9,411.0
61532,8791.0,02-2018,1,411.0
61533,8791.0,03-2018,49,411.0
61534,8791.0,04-2018,1,411.0
61535,8791.0,05-2018,0,411.0
61536,8791.0,06-2018,0,411.0
61538,8792.0,01-2018,4,290.0
61539,8792.0,02-2018,0,290.0
61540,8792.0,03-2018,79,291.0
61541,8792.0,04-2018,0,291.0
61542,8792.0,05-2018,11,288.0
61543,8792.0,06-2018,0,288.0
61545,8793.0,01-2018,1,35.0
61546,8793.0,02-2018,0,35.0
61547,8793.0,03-2018,31,35.0
61548,8793.0,04-2018,0,35.0
61549,8793.0,05-2018,7,36.0
61550,8793.0,06-2018,0,36.0
61552,8794.0,01-2018,0,
61553,8794.0,02-2018,0,
61554,8794.0,03-2018,0,
61555,8794.0,04-2018,0,
61556,8794.0,05-2018,0,
61557,8794.0,06-2018,0,
61559,8795.0,01-2018,0,92.0
61560,8795.0,02-2018,0,92.0
61561,8795.0,03-2018,0,92.0
61562,8795.0,04-2018,0,92.0
61563,8795.0,05-2018,1,92.0
61564,8795.0,06-2018,1,92.0
61566,8796.0,01-2018,0,46.0
61567,8796.0,02-2018,0,46.0
61568,8796.0,03-2018,0,46.0
61569,8796.0,04-2018,0,46.0
61570,8796.0,05-2018,28,46.0
61571,8796.0,06-2018,0,46.0
61573,8797.0,01-2018,0,41.0
61574,8797.0,02-2018,0,41.0
61575,8797.0,03-2018,0,41.0
61576,8797.0,04-2018,0,41.0
61577,8797.0,05-2018,0,41.0
61578,8797.0,06-2018,15,41.0
61580,8798.0,01-2018,0,1415.0
61581,8798.0,02-2018,4,1415.0
61582,8798.0,03-2018,1,1415.0
61583,8798.0,04-2018,0,1415.0
61584,8798.0,05-2018,1,1415.0
61585,8798.0,06-2018,5,1415.0
61587,8799.0,01-2018,7,181.0
61588,8799.0,02-2018,0,181.0
61589,8799.0,03-2018,0,181.0
61590,8799.0,04-2018,0,181.0
61591,8799.0,05-2018,0,181.0
61592,8799.0,06-2018,0,181.0
61594,8800.0,01-2018,10,722.0
61595,8800.0,02-2018,0,722.0
61596,8800.0,03-2018,10,722.0
61597,8800.0,04-2018,0,722.0
61598,8800.0,05-2018,0,722.0
61599,8800.0,06-2018,0,722.0
61601,8801.0,01-2018,0,113.0
61602,8801.0,02-2018,7,113.0
61603,8801.0,03-2018,0,113.0
61604,8801.0,04-2018,10,113.0
61605,8801.0,05-2018,0,113.0
61606,8801.0,06-2018,0,113.0
61608,8802.0,01-2018,0,1603.0
61609,8802.0,02-2018,0,1603.0
61610,8802.0,03-2018,0,1603.0
61611,8802.0,04-2018,0,1603.0
61612,8802.0,05-2018,10,1603.0
61613,8802.0,06-2018,0,1603.0
61615,8803.0,01-2018,0,33.0
61616,8803.0,02-2018,0,33.0
61617,8803.0,03-2018,43,33.0
61618,8803.0,04-2018,9,33.0
61619,8803.0,05-2018,1,33.0
61620,8803.0,06-2018,1,33.0
61622,8804.0,01-2018,4,24.0
61623,8804.0,02-2018,18,24.0
61624,8804.0,03-2018,14,24.0
61625,8804.0,04-2018,28,24.0
61626,8804.0,05-2018,10,24.0
61627,8804.0,06-2018,18,24.0
61629,8805.0,01-2018,6,280.0
61630,8805.0,02-2018,6,280.0
61631,8805.0,03-2018,1,280.0
61632,8805.0,04-2018,5,280.0
61633,8805.0,05-2018,4,280.0
61634,8805.0,06-2018,3,280.0
61636,8806.0,01-2018,182,39.0
61637,8806.0,02-2018,0,39.0
61638,8806.0,03-2018,0,39.0
61639,8806.0,04-2018,0,39.0
61640,8806.0,05-2018,13,39.0
61641,8806.0,06-2018,0,39.0
61643,8807.0,01-2018,5,18.0
61644,8807.0,02-2018,46,17.0
61645,8807.0,03-2018,5,18.0
61646,8807.0,04-2018,1,18.0
61647,8807.0,05-2018,1,18.0
61648,8807.0,06-2018,2,18.0
61650,8808.0,01-2018,0,196.0
61651,8808.0,02-2018,0,196.0
61652,8808.0,03-2018,102,196.0
61653,8808.0,04-2018,0,196.0
61654,8808.0,05-2018,0,196.0
61655,8808.0,06-2018,0,196.0
61657,8809.0,01-2018,0,208.0
61658,8809.0,02-2018,33,208.0
61659,8809.0,03-2018,19,204.0
61660,8809.0,04-2018,2,205.0
61661,8809.0,05-2018,0,205.0
61662,8809.0,06-2018,0,205.0
61664,8810.0,01-2018,2,504.0
61665,8810.0,02-2018,67,501.0
61666,8810.0,03-2018,41,489.0
61667,8810.0,04-2018,1,479.0
61668,8810.0,05-2018,3,479.0
61669,8810.0,06-2018,45,479.0
61671,8811.0,01-2018,1,793.0
61672,8811.0,02-2018,15,793.0
61673,8811.0,03-2018,5,793.0
61674,8811.0,04-2018,21,793.0
61675,8811.0,05-2018,5,793.0
61676,8811.0,06-2018,0,793.0
61678,8812.0,01-2018,0,150.0
61679,8812.0,02-2018,3,150.0
61680,8812.0,03-2018,0,150.0
61681,8812.0,04-2018,0,150.0
61682,8812.0,05-2018,12,150.0
61683,8812.0,06-2018,4,150.0
61685,8813.0,01-2018,0,116.0
61686,8813.0,02-2018,0,116.0
61687,8813.0,03-2018,0,116.0
61688,8813.0,04-2018,0,116.0
61689,8813.0,05-2018,18,116.0
61690,8813.0,06-2018,0,116.0
61692,8814.0,01-2018,0,34.0
61693,8814.0,02-2018,0,34.0
61694,8814.0,03-2018,0,34.0
61695,8814.0,04-2018,0,34.0
61696,8814.0,05-2018,14,34.0
61697,8814.0,06-2018,0,34.0
61699,8815.0,01-2018,7,30.0
61700,8815.0,02-2018,3,30.0
61701,8815.0,03-2018,0,30.0
61702,8815.0,04-2018,0,30.0
61703,8815.0,05-2018,77,30.0
61704,8815.0,06-2018,85,30.0
61706,8816.0,01-2018,10,34.0
61707,8816.0,02-2018,3,34.0
61708,8816.0,03-2018,4,34.0
61709,8816.0,04-2018,4,34.0
61710,8816.0,05-2018,78,34.0
61711,8816.0,06-2018,3,34.0
61713,8817.0,01-2018,18,41.0
61714,8817.0,02-2018,13,41.0
61715,8817.0,03-2018,10,41.0
61716,8817.0,04-2018,37,41.0
61717,8817.0,05-2018,4,41.0
61718,8817.0,06-2018,53,41.0
61720,8818.0,01-2018,4,10.0
61721,8818.0,02-2018,2,10.0
61722,8818.0,03-2018,1,10.0
61723,8818.0,04-2018,3,10.0
61724,8818.0,05-2018,3,10.0
61725,8818.0,06-2018,2,10.0
61727,8819.0,01-2018,4,18.0
61728,8819.0,02-2018,2,18.0
61729,8819.0,03-2018,1,18.0
61730,8819.0,04-2018,1,18.0
61731,8819.0,05-2018,4,18.0
61732,8819.0,06-2018,179,18.0
61734,8820.0,01-2018,6,15.0
61735,8820.0,02-2018,0,15.0
61736,8820.0,03-2018,1,15.0
61737,8820.0,04-2018,2,15.0
61738,8820.0,05-2018,0,15.0
61739,8820.0,06-2018,26,15.0
61741,8821.0,01-2018,0,106.0
61742,8821.0,02-2018,0,106.0
61743,8821.0,03-2018,0,106.0
61744,8821.0,04-2018,158,106.0
61745,8821.0,05-2018,22,103.0
61746,8821.0,06-2018,0,103.0
61748,8822.0,01-2018,2,74.0
61749,8822.0,02-2018,1,74.0
61750,8822.0,03-2018,1,74.0
61751,8822.0,04-2018,52,74.0
61752,8822.0,05-2018,56,74.0
61753,8822.0,06-2018,4,72.0
61755,8823.0,01-2018,5,27.0
61756,8823.0,02-2018,1,27.0
61757,8823.0,03-2018,1,27.0
61758,8823.0,04-2018,3,27.0
61759,8823.0,05-2018,4,27.0
61760,8823.0,06-2018,6,27.0
61762,8824.0,01-2018,0,12.0
61763,8824.0,02-2018,2,12.0
61764,8824.0,03-2018,2,14.0
61765,8824.0,04-2018,3,12.0
61766,8824.0,05-2018,71,12.0
61767,8824.0,06-2018,1,12.0
61769,8825.0,01-2018,0,9.0
61770,8825.0,02-2018,12,9.0
61771,8825.0,03-2018,180,9.0
61772,8825.0,04-2018,4,9.0
61773,8825.0,05-2018,1,9.0
61774,8825.0,06-2018,0,9.0
61776,8826.0,01-2018,2,49.0
61777,8826.0,02-2018,1,49.0
61778,8826.0,03-2018,2,49.0
61779,8826.0,04-2018,6,49.0
61780,8826.0,05-2018,1,49.0
61781,8826.0,06-2018,1,49.0
61783,8827.0,01-2018,0,102.0
61784,8827.0,02-2018,0,102.0
61785,8827.0,03-2018,0,102.0
61786,8827.0,04-2018,0,102.0
61787,8827.0,05-2018,4,102.0
61788,8827.0,06-2018,0,102.0
61790,8828.0,01-2018,82,259.0
61791,8828.0,02-2018,0,259.0
61792,8828.0,03-2018,29,256.0
61793,8828.0,04-2018,10,259.0
61794,8828.0,05-2018,1,259.0
61795,8828.0,06-2018,1,259.0
61797,8829.0,01-2018,70,39.0
61798,8829.0,02-2018,0,39.0
61799,8829.0,03-2018,31,38.0
61800,8829.0,04-2018,11,37.0
61801,8829.0,05-2018,0,37.0
61802,8829.0,06-2018,0,37.0
61804,8830.0,01-2018,81,43.0
61805,8830.0,02-2018,0,43.0
61806,8830.0,03-2018,32,43.0
61807,8830.0,04-2018,14,43.0
61808,8830.0,05-2018,0,43.0
61809,8830.0,06-2018,0,43.0
61811,8831.0,01-2018,33,68.0
61812,8831.0,02-2018,61,67.0
61813,8831.0,03-2018,1,66.0
61814,8831.0,04-2018,1,66.0
61815,8831.0,05-2018,22,66.0
61816,8831.0,06-2018,1,66.0
61818,8832.0,01-2018,87,65.0
61819,8832.0,02-2018,17,60.0
61820,8832.0,03-2018,0,60.0
61821,8832.0,04-2018,8,61.0
61822,8832.0,05-2018,15,65.0
61823,8832.0,06-2018,8,62.0
61825,8833.0,01-2018,0,524.0
61826,8833.0,02-2018,0,524.0
61827,8833.0,03-2018,0,524.0
61828,8833.0,04-2018,6,524.0
61829,8833.0,05-2018,0,524.0
61830,8833.0,06-2018,6,524.0
61832,8834.0,01-2018,0,464.0
61833,8834.0,02-2018,0,464.0
61834,8834.0,03-2018,0,464.0
61835,8834.0,04-2018,0,464.0
61836,8834.0,05-2018,6,464.0
61837,8834.0,06-2018,0,464.0
61839,8835.0,01-2018,0,1154.0
61840,8835.0,02-2018,0,1154.0
61841,8835.0,03-2018,0,1154.0
61842,8835.0,04-2018,0,1154.0
61843,8835.0,05-2018,0,1154.0
61844,8835.0,06-2018,8,1154.0
61846,8836.0,01-2018,5,680.0
61847,8836.0,02-2018,0,680.0
61848,8836.0,03-2018,0,680.0
61849,8836.0,04-2018,0,680.0
61850,8836.0,05-2018,0,680.0
61851,8836.0,06-2018,0,680.0
61853,8837.0,01-2018,1,2000.0
61854,8837.0,02-2018,0,2000.0
61855,8837.0,03-2018,0,2000.0
61856,8837.0,04-2018,0,2000.0
61857,8837.0,05-2018,0,2000.0
61858,8837.0,06-2018,0,2000.0
61860,8838.0,01-2018,2,3877.0
61861,8838.0,02-2018,0,3877.0
61862,8838.0,03-2018,0,3877.0
61863,8838.0,04-2018,0,3877.0
61864,8838.0,05-2018,0,3877.0
61865,8838.0,06-2018,0,3877.0
61867,8839.0,01-2018,4,1559.0
61868,8839.0,02-2018,0,1559.0
61869,8839.0,03-2018,0,1559.0
61870,8839.0,04-2018,0,1559.0
61871,8839.0,05-2018,0,1559.0
61872,8839.0,06-2018,0,1559.0
61874,8840.0,01-2018,6,803.0
61875,8840.0,02-2018,0,803.0
61876,8840.0,03-2018,0,803.0
61877,8840.0,04-2018,0,803.0
61878,8840.0,05-2018,0,803.0
61879,8840.0,06-2018,0,803.0
61881,8841.0,01-2018,6,1017.0
61882,8841.0,02-2018,0,1017.0
61883,8841.0,03-2018,2,1017.0
61884,8841.0,04-2018,0,1017.0
61885,8841.0,05-2018,0,1017.0
61886,8841.0,06-2018,0,1017.0
61888,8842.0,01-2018,1,1460.0
61889,8842.0,02-2018,0,1460.0
61890,8842.0,03-2018,0,1460.0
61891,8842.0,04-2018,0,1460.0
61892,8842.0,05-2018,0,1460.0
61893,8842.0,06-2018,0,1460.0
61895,8843.0,01-2018,3,1156.0
61896,8843.0,02-2018,0,1156.0
61897,8843.0,03-2018,0,1156.0
61898,8843.0,04-2018,0,1156.0
61899,8843.0,05-2018,0,1156.0
61900,8843.0,06-2018,0,1156.0
61902,8844.0,01-2018,1,328.0
61903,8844.0,02-2018,0,328.0
61904,8844.0,03-2018,0,328.0
61905,8844.0,04-2018,1,328.0
61906,8844.0,05-2018,0,328.0
61907,8844.0,06-2018,0,328.0
61909,8845.0,01-2018,1,147.0
61910,8845.0,02-2018,150,147.0
61911,8845.0,03-2018,45,143.0
61912,8845.0,04-2018,26,143.0
61913,8845.0,05-2018,14,143.0
61914,8845.0,06-2018,3,142.0
61916,8846.0,01-2018,0,2402.0
61917,8846.0,02-2018,8,2402.0
61918,8846.0,03-2018,6,2402.0
61919,8846.0,04-2018,4,2402.0
61920,8846.0,05-2018,1,2402.0
61921,8846.0,06-2018,8,2402.0
61923,8847.0,01-2018,0,410.0
61924,8847.0,02-2018,2,410.0
61925,8847.0,03-2018,0,410.0
61926,8847.0,04-2018,0,410.0
61927,8847.0,05-2018,0,410.0
61928,8847.0,06-2018,11,410.0
61930,8848.0,01-2018,7,523.0
61931,8848.0,02-2018,12,523.0
61932,8848.0,03-2018,0,523.0
61933,8848.0,04-2018,0,523.0
61934,8848.0,05-2018,20,523.0
61935,8848.0,06-2018,0,523.0
61937,8849.0,01-2018,1,2164.0
61938,8849.0,02-2018,0,2164.0
61939,8849.0,03-2018,0,2164.0
61940,8849.0,04-2018,18,2164.0
61941,8849.0,05-2018,7,2164.0
61942,8849.0,06-2018,1,2164.0
61944,8850.0,01-2018,0,125.0
61945,8850.0,02-2018,0,125.0
61946,8850.0,03-2018,0,125.0
61947,8850.0,04-2018,0,125.0
61948,8850.0,05-2018,0,125.0
61949,8850.0,06-2018,96,125.0
61951,8851.0,01-2018,0,427.0
61952,8851.0,02-2018,46,427.0
61953,8851.0,03-2018,23,416.0
61954,8851.0,04-2018,1,412.0
61955,8851.0,05-2018,0,412.0
61956,8851.0,06-2018,29,412.0
61958,8852.0,01-2018,1,4.0
61959,8852.0,02-2018,0,4.0
61960,8852.0,03-2018,1,4.0
61961,8852.0,04-2018,0,4.0
61962,8852.0,05-2018,0,4.0
61963,8852.0,06-2018,1,4.0
61965,8853.0,01-2018,0,62.0
61966,8853.0,02-2018,0,62.0
61967,8853.0,03-2018,0,62.0
61968,8853.0,04-2018,1,62.0
61969,8853.0,05-2018,59,62.0
61970,8853.0,06-2018,7,62.0
61972,8854.0,01-2018,31,30.0
61973,8854.0,02-2018,1,30.0
61974,8854.0,03-2018,3,30.0
61975,8854.0,04-2018,4,30.0
61976,8854.0,05-2018,3,30.0
61977,8854.0,06-2018,4,30.0
61979,8855.0,01-2018,3,68.0
61980,8855.0,02-2018,2,68.0
61981,8855.0,03-2018,3,68.0
61982,8855.0,04-2018,1,68.0
61983,8855.0,05-2018,7,68.0
61984,8855.0,06-2018,5,68.0
61986,8856.0,01-2018,3,54.0
61987,8856.0,02-2018,72,54.0
61988,8856.0,03-2018,2,54.0
61989,8856.0,04-2018,1,54.0
61990,8856.0,05-2018,2,54.0
61991,8856.0,06-2018,0,54.0
61993,8857.0,01-2018,5,823.0
61994,8857.0,02-2018,0,823.0
61995,8857.0,03-2018,0,823.0
61996,8857.0,04-2018,0,823.0
61997,8857.0,05-2018,0,823.0
61998,8857.0,06-2018,0,823.0
62000,8858.0,01-2018,0,209.0
62001,8858.0,02-2018,0,209.0
62002,8858.0,03-2018,0,209.0
62003,8858.0,04-2018,0,209.0
62004,8858.0,05-2018,6,209.0
62005,8858.0,06-2018,0,209.0
62007,8859.0,01-2018,0,1506.0
62008,8859.0,02-2018,0,1506.0
62009,8859.0,03-2018,7,1506.0
62010,8859.0,04-2018,0,1506.0
62011,8859.0,05-2018,0,1506.0
62012,8859.0,06-2018,0,1506.0
62014,8860.0,01-2018,0,271.0
62015,8860.0,02-2018,0,271.0
62016,8860.0,03-2018,0,271.0
62017,8860.0,04-2018,0,271.0
62018,8860.0,05-2018,6,271.0
62019,8860.0,06-2018,0,271.0
62021,8861.0,01-2018,0,688.0
62022,8861.0,02-2018,0,688.0
62023,8861.0,03-2018,4,688.0
62024,8861.0,04-2018,0,688.0
62025,8861.0,05-2018,0,688.0
62026,8861.0,06-2018,6,688.0
62028,8862.0,01-2018,0,12.0
62029,8862.0,02-2018,0,12.0
62030,8862.0,03-2018,0,12.0
62031,8862.0,04-2018,2,12.0
62032,8862.0,05-2018,149,12.0
62033,8862.0,06-2018,2,12.0
62035,8863.0,01-2018,55,19.0
62036,8863.0,02-2018,1,19.0
62037,8863.0,03-2018,1,19.0
62038,8863.0,04-2018,19,19.0
62039,8863.0,05-2018,44,19.0
62040,8863.0,06-2018,2,18.0
62042,8864.0,01-2018,0,49.0
62043,8864.0,02-2018,3,49.0
62044,8864.0,03-2018,24,49.0
62045,8864.0,04-2018,33,49.0
62046,8864.0,05-2018,215,49.0
62047,8864.0,06-2018,1,42.0
62049,8865.0,01-2018,0,3222.0
62050,8865.0,02-2018,0,3222.0
62051,8865.0,03-2018,6,3222.0
62052,8865.0,04-2018,1,3222.0
62053,8865.0,05-2018,0,3222.0
62054,8865.0,06-2018,0,3222.0
62056,8866.0,01-2018,0,780.0
62057,8866.0,02-2018,10,780.0
62058,8866.0,03-2018,0,780.0
62059,8866.0,04-2018,10,780.0
62060,8866.0,05-2018,0,780.0
62061,8866.0,06-2018,13,780.0
62063,8867.0,01-2018,9,2.0
62064,8867.0,02-2018,9,2.0
62065,8867.0,03-2018,4,2.0
62066,8867.0,04-2018,5,2.0
62067,8867.0,05-2018,16,2.0
62068,8867.0,06-2018,207,2.0
62070,8868.0,01-2018,12,43.0
62071,8868.0,02-2018,3,43.0
62072,8868.0,03-2018,2,43.0
62073,8868.0,04-2018,1,43.0
62074,8868.0,05-2018,1,43.0
62075,8868.0,06-2018,87,43.0
62077,8869.0,01-2018,25,3.0
62078,8869.0,02-2018,12,4.0
62079,8869.0,03-2018,5,4.0
62080,8869.0,04-2018,0,4.0
62081,8869.0,05-2018,0,4.0
62082,8869.0,06-2018,0,4.0
62084,8870.0,01-2018,0,10.0
62085,8870.0,02-2018,0,10.0
62086,8870.0,03-2018,2,10.0
62087,8870.0,04-2018,108,10.0
62088,8870.0,05-2018,114,10.0
62089,8870.0,06-2018,0,10.0
62091,8871.0,01-2018,0,42.0
62092,8871.0,02-2018,0,42.0
62093,8871.0,03-2018,3,42.0
62094,8871.0,04-2018,4,42.0
62095,8871.0,05-2018,2,42.0
62096,8871.0,06-2018,37,42.0
62098,8872.0,01-2018,15,187.0
62099,8872.0,02-2018,12,187.0
62100,8872.0,03-2018,11,187.0
62101,8872.0,04-2018,0,187.0
62102,8872.0,05-2018,0,187.0
62103,8872.0,06-2018,27,187.0
62105,8873.0,01-2018,4,11.0
62106,8873.0,02-2018,1,11.0
62107,8873.0,03-2018,0,11.0
62108,8873.0,04-2018,24,11.0
62109,8873.0,05-2018,2,11.0
62110,8873.0,06-2018,2,11.0
62112,8874.0,01-2018,1,4662.0
62113,8874.0,02-2018,5,4662.0
62114,8874.0,03-2018,3,4662.0
62115,8874.0,04-2018,2,4662.0
62116,8874.0,05-2018,6,4662.0
62117,8874.0,06-2018,1,4662.0
62119,8875.0,01-2018,3,15.0
62120,8875.0,02-2018,4,15.0
62121,8875.0,03-2018,0,15.0
62122,8875.0,04-2018,0,15.0
62123,8875.0,05-2018,0,15.0
62124,8875.0,06-2018,0,15.0
62126,8876.0,01-2018,0,81.0
62127,8876.0,02-2018,0,81.0
62128,8876.0,03-2018,12,81.0
62129,8876.0,04-2018,96,78.0
62130,8876.0,05-2018,11,75.0
62131,8876.0,06-2018,0,75.0
62133,8877.0,01-2018,1,189.0
62134,8877.0,02-2018,0,189.0
62135,8877.0,03-2018,0,189.0
62136,8877.0,04-2018,0,189.0
62137,8877.0,05-2018,0,189.0
62138,8877.0,06-2018,20,189.0
62140,8878.0,01-2018,2,39.0
62141,8878.0,02-2018,0,39.0
62142,8878.0,03-2018,0,39.0
62143,8878.0,04-2018,0,39.0
62144,8878.0,05-2018,1,39.0
62145,8878.0,06-2018,40,38.0
62147,8879.0,01-2018,0,1044.0
62148,8879.0,02-2018,1,1044.0
62149,8879.0,03-2018,0,1044.0
62150,8879.0,04-2018,0,1044.0
62151,8879.0,05-2018,0,1044.0
62152,8879.0,06-2018,27,1044.0
62154,8880.0,01-2018,0,51.0
62155,8880.0,02-2018,0,51.0
62156,8880.0,03-2018,0,51.0
62157,8880.0,04-2018,2,51.0
62158,8880.0,05-2018,153,51.0
62159,8880.0,06-2018,0,51.0
62161,8881.0,01-2018,0,35.0
62162,8881.0,02-2018,3,35.0
62163,8881.0,03-2018,0,35.0
62164,8881.0,04-2018,0,35.0
62165,8881.0,05-2018,0,35.0
62166,8881.0,06-2018,0,35.0
62168,8882.0,01-2018,0,
62169,8882.0,02-2018,0,
62170,8882.0,03-2018,0,
62171,8882.0,04-2018,0,
62172,8882.0,05-2018,0,
62173,8882.0,06-2018,0,
62175,8883.0,01-2018,0,194.0
62176,8883.0,02-2018,0,194.0
62177,8883.0,03-2018,0,194.0
62178,8883.0,04-2018,0,194.0
62179,8883.0,05-2018,0,194.0
62180,8883.0,06-2018,10,194.0
62182,8884.0,01-2018,43,1.0
62183,8884.0,02-2018,1,1.0
62184,8884.0,03-2018,6,1.0
62185,8884.0,04-2018,8,1.0
62186,8884.0,05-2018,0,1.0
62187,8884.0,06-2018,5,1.0
62189,8885.0,01-2018,0,104.0
62190,8885.0,02-2018,10,104.0
62191,8885.0,03-2018,0,104.0
62192,8885.0,04-2018,12,104.0
62193,8885.0,05-2018,7,104.0
62194,8885.0,06-2018,1,104.0
62196,8886.0,01-2018,4,248.0
62197,8886.0,02-2018,4,248.0
62198,8886.0,03-2018,2,248.0
62199,8886.0,04-2018,0,248.0
62200,8886.0,05-2018,11,248.0
62201,8886.0,06-2018,1,248.0
62203,8887.0,01-2018,7,1140.0
62204,8887.0,02-2018,6,1140.0
62205,8887.0,03-2018,0,1140.0
62206,8887.0,04-2018,2,1140.0
62207,8887.0,05-2018,7,1140.0
62208,8887.0,06-2018,2,1140.0
62210,8888.0,01-2018,1,50.0
62211,8888.0,02-2018,51,50.0
62212,8888.0,03-2018,37,50.0
62213,8888.0,04-2018,1,50.0
62214,8888.0,05-2018,16,50.0
62215,8888.0,06-2018,2,50.0
62217,8889.0,01-2018,0,76.0
62218,8889.0,02-2018,0,76.0
62219,8889.0,03-2018,0,76.0
62220,8889.0,04-2018,47,76.0
62221,8889.0,05-2018,0,76.0
62222,8889.0,06-2018,0,76.0
62224,8890.0,01-2018,0,14.0
62225,8890.0,02-2018,0,14.0
62226,8890.0,03-2018,0,14.0
62227,8890.0,04-2018,1,14.0
62228,8890.0,05-2018,15,14.0
62229,8890.0,06-2018,40,13.0
62231,8891.0,01-2018,1,135.0
62232,8891.0,02-2018,16,135.0
62233,8891.0,03-2018,13,134.0
62234,8891.0,04-2018,2,134.0
62235,8891.0,05-2018,8,134.0
62236,8891.0,06-2018,1,134.0
62238,8892.0,01-2018,3,4.0
62239,8892.0,02-2018,5,4.0
62240,8892.0,03-2018,2,4.0
62241,8892.0,04-2018,5,4.0
62242,8892.0,05-2018,2,4.0
62243,8892.0,06-2018,156,4.0
62245,8893.0,01-2018,3,66.0
62246,8893.0,02-2018,1,66.0
62247,8893.0,03-2018,0,66.0
62248,8893.0,04-2018,4,66.0
62249,8893.0,05-2018,125,66.0
62250,8893.0,06-2018,1,66.0
62252,8894.0,01-2018,14,14.0
62253,8894.0,02-2018,6,14.0
62254,8894.0,03-2018,1,14.0
62255,8894.0,04-2018,231,14.0
62256,8894.0,05-2018,26,14.0
62257,8894.0,06-2018,7,14.0
62259,8895.0,01-2018,4,50.0
62260,8895.0,02-2018,3,50.0
62261,8895.0,03-2018,7,50.0
62262,8895.0,04-2018,76,50.0
62263,8895.0,05-2018,63,50.0
62264,8895.0,06-2018,2,50.0
62266,8896.0,01-2018,0,148.0
62267,8896.0,02-2018,0,148.0
62268,8896.0,03-2018,0,148.0
62269,8896.0,04-2018,50,148.0
62270,8896.0,05-2018,0,148.0
62271,8896.0,06-2018,0,148.0
62273,8897.0,01-2018,2,66.0
62274,8897.0,02-2018,1,66.0
62275,8897.0,03-2018,0,66.0
62276,8897.0,04-2018,0,66.0
62277,8897.0,05-2018,12,66.0
62278,8897.0,06-2018,2,66.0
62280,8898.0,01-2018,0,283.0
62281,8898.0,02-2018,11,283.0
62282,8898.0,03-2018,0,283.0
62283,8898.0,04-2018,0,283.0
62284,8898.0,05-2018,0,283.0
62285,8898.0,06-2018,0,283.0
62287,8899.0,01-2018,5,936.0
62288,8899.0,02-2018,1,936.0
62289,8899.0,03-2018,0,936.0
62290,8899.0,04-2018,3,936.0
62291,8899.0,05-2018,1,936.0
62292,8899.0,06-2018,0,936.0
62294,8900.0,01-2018,0,287.0
62295,8900.0,02-2018,47,287.0
62296,8900.0,03-2018,13,283.0
62297,8900.0,04-2018,1,285.0
62298,8900.0,05-2018,2,285.0
62299,8900.0,06-2018,55,285.0
62301,8901.0,01-2018,0,46.0
62302,8901.0,02-2018,1,46.0
62303,8901.0,03-2018,0,46.0
62304,8901.0,04-2018,34,46.0
62305,8901.0,05-2018,3,46.0
62306,8901.0,06-2018,1,46.0
62308,8902.0,01-2018,3,91.0
62309,8902.0,02-2018,1,91.0
62310,8902.0,03-2018,20,91.0
62311,8902.0,04-2018,0,91.0
62312,8902.0,05-2018,1,90.0
62313,8902.0,06-2018,11,90.0
62315,8903.0,01-2018,0,319.0
62316,8903.0,02-2018,0,319.0
62317,8903.0,03-2018,0,319.0
62318,8903.0,04-2018,0,319.0
62319,8903.0,05-2018,16,319.0
62320,8903.0,06-2018,0,319.0
62322,8904.0,01-2018,0,92.0
62323,8904.0,02-2018,0,92.0
62324,8904.0,03-2018,0,92.0
62325,8904.0,04-2018,0,92.0
62326,8904.0,05-2018,12,92.0
62327,8904.0,06-2018,0,92.0
62329,8905.0,01-2018,0,33.0
62330,8905.0,02-2018,0,33.0
62331,8905.0,03-2018,0,33.0
62332,8905.0,04-2018,0,33.0
62333,8905.0,05-2018,16,33.0
62334,8905.0,06-2018,2,33.0
62336,8906.0,01-2018,0,429.0
62337,8906.0,02-2018,10,429.0
62338,8906.0,03-2018,1,429.0
62339,8906.0,04-2018,0,429.0
62340,8906.0,05-2018,6,429.0
62341,8906.0,06-2018,0,429.0
62343,8907.0,01-2018,10,58.0
62344,8907.0,02-2018,0,58.0
62345,8907.0,03-2018,0,58.0
62346,8907.0,04-2018,0,58.0
62347,8907.0,05-2018,0,58.0
62348,8907.0,06-2018,0,58.0
62350,8908.0,01-2018,26,299.0
62351,8908.0,02-2018,2,299.0
62352,8908.0,03-2018,11,299.0
62353,8908.0,04-2018,21,299.0
62354,8908.0,05-2018,15,299.0
62355,8908.0,06-2018,9,299.0
62357,8909.0,01-2018,2,29.0
